id,text,polarization
hin_76f21dffead2389ff79af0ef1459be6f,#Justice_For_Dr_Archana ये भी एक जिहाद है देश के प्रबुद्व नागरिकों के खिलाफ जो बंद होना चाहिए ।,1
hin_18703ec9b9150781ccab5dac416a407d,"हिंदू पैसा कमाने मे व्यस्त घर की बेटियां कैफे और बगीचो मे व्यस्त...🧐🧐🧐 ""परिणाम लव जिहाद""",1
hin_6432f78c0a1adef02d2de5a76aed730c,तब तो यह कोटा राशन जिहाद हुआ... 😜 😂 एक गाँव तो इन्होंने ही बसा दिया है...,1
hin_731ed22351deced9bf6da2cc576b6a82,भईया पूरे हिंदुस्तान को कुछ दिनों से अस्थिर करने वाले जिहाद का कोई इलाज है ?,1
hin_639c2cf31ef448ea081613ad844a2403,गली गली मे गाय काटेंगे.. लव जिहाद फिर से सुरु करेंगे माफिया अपना हुकूमत चलाएंगे,1
hin_65f95762fa505c29bb3d138e0e3c926b,मजहब ही सिखाता है आपस में बैर रखना। मजहब ही सिखाता है लव जिहाद करवाना।,1
hin_09cc785baf4624fbd2d82e74c15a1d4a,#जागरणजनमत क्या गीता में जिहाद को लेकर शिवराज पाटिल के बयान से कांग्रेस की मुश्किलें बढ़ेंगी?,0
hin_f76443b1bec8aadbc08a3395ac1cca13,कावड़ियों के एक्सीडेंट कही जिहाद का हिस्सा तो नहीं पुलिस को इसकी भी जांच अवश्य करनी चाहिए!,1
hin_06884ecb98f0586fe6d93ebc4bc64ab7,हनुमान जी हैं इसलिए सहायता कर रहे हैं अल्लाह होते तो पथराव और जिहाद ही करते,1
hin_8368d5364a519cf51403b2e42953f960,जिहाद और आतंकी मानसिकता छोड़ दे तो भारत जैसा कोई खुश हाल देश दूसरा nhi होगा ।,1
hin_edb85c5cf5d12c4bae537fa0a5b47d59,दिल्ली को बर्बाद कर के पंजाब को बर्बाद kane चला ये एक जिहाद है बच के रहना,1
hin_0732aad4acdb533844e3887e5e026609,उसका कारण तुम जैसे जिहादी ही थे कोरोना में भी जिहाद करने के चक्कर में थे,1
hin_693af06ad34b0416173ef9f6bb7e67a7,विश्व गुरु बनना है तो समय रहते बॉलीवुड को खत्म कर दो आधा जिहाद ऐसे ही खत्म हो जाएगा!?,1
hin_33cb84f5d3b541564d331d471a848061,"और जो सिख कनवर्ट हुए होंगे वो ही खालिस्तानी बन गए,,, जिहाद का बीज बो दिया उनमे!!",1
hin_12b69482edb9a3f197f7585d6deca14c,"हिंसा - मौपाला, बंगाल, नौआखली, बटवारा, औरंगजेब नफरत - सुफिज्म के नाम पर फरेब धोखा छल - हलाल, जिहाद, कट्टरता",1
hin_1bbdd71de79976b8362edcd57fc16dbd,"विश्वास रखो , लव जिहाद की शिकार की तरह सूटकेस में मिलेगी किसी कोने कचरे में।",1
hin_e9c95647ed29f66371260568f317fd33,#swedenriots In India Muslim riots happening without kuran buring. कोई जिहाद करेगा यो उसके हाथ काट देने चाहिए,1
hin_ffc1d9a39fb3bfa2677726ea5d6e7476,"इसे भारत शब्द से ही नफरत है। जिहाद के अनुसार, विश्व को इस्लाम ग्रहण कराना है।",1
hin_b8012191bc43b75d7ef1786c2a953410,गुजरात में लैंड जिहाद के खिलाफ हल्ला बोल👊 अब तक 30 से ज़्यादा मज़ारें तोड़ मैदान बना चुकी पुलिस |,1
hin_0ddbc63db51eef7791cda5a9feb21dc7,सोच है ये तुम्हारी हर कोई भगवान को याद करता है तुम्हें जिहाद पसंद है तो क्या करे,1
hin_32b06df1601b51fb0bc401a9f81df397,"बांग्लादेश से यहां तक आ गया जिहाद करने, अब पुलिस के आगे ""ओ मागो"" याद आ रही हैं!😂",1
hin_b62bb1452d84cd835b7f3fee51deb078,योगी जी का घोषणापत्र लव जिहाद पर 10 साल की सजा और 1लाख का जुर्माना!! !! जय जय श्री राम !! 🚩🙏🌷,1
hin_e116700b8b2699cd54fd2dc5b03d4476,पुलिस को नजर बनाए रखने की जरूरत है इस एप पर इसमें जिहाद आतंकि गतिविधियों वाले कंटेंट होगें!!!,1
hin_8e295e5a0808d4507b683e34cae928c2,"तुम जैसे नीच औरत के वजह से ही लव जिहाद बढ़ रहा है, तुम लोग ही बढ़ावा देते हो",1
hin_44113518e0e8d6e75647e73a2bc7eccd,विश्व गुरु बनना है तो समय रहते बॉलीवुड को खत्म कर दो आधा जिहाद ऐसे ही खत्म हो जाएगा!🚩,1
hin_3e88ba546c2f8097ce0ba62e5e789c48,जिस मुल्क की फौज का मोटो है जिहाद ऐ फिसिलिला उनसे आप दोस्ती कैसे कर सकते है सर जी,1
hin_43b63fac67fd2c8441239bc458372a1e,आतंकवादी कहीं सुरक्षित न तो खुद रहता है और न दूसरों को रहने देता है इस्लाम का मतलब जिहाद|,1
hin_e48b2e7674713e92cec171d01ef18be2,मैं महाराष्ट्र से हूं। ऐसी कोई टोपी हम नहीं पहनते। ये लव जिहाद को बढ़ावा देनेवाली ही फोटो है।,1
hin_5089b061e19d6b91231943b9dfe16320,जिहाद और कट्टरता का मुख्य केंद्र है मस्जिद। काले करतूतों का पर्दाफाश हो जाएगा इसलिए विधर्मींयों को तकलीफ़ है।,1
hin_5d387d9858db625ddce8ea0ed3f25588,मदरसे से पीएचडी करने पर आप खुली आंखों से जिहाद और बंद आंखों से 72-hour देख सकते हैं,1
hin_629f01a643d531d56007371c4a6ed9d8,ये मुस्लिम देशों द्वारा हिंदुवो के विरुद्ध पेट्रोल और डीजल जिहाद है. जागो हिंदुवो जागो. भारत माता की जय.,1
hin_68d20282f9c2e9f15c93541fac9e635b,दिवंगत श्रद्धा के घटना में अभियुक्त ने अपना नाम छुपाया ही नहीं।। यह तो सीधा सीधा जिहाद ही है।।,1
hin_b39c9df349319e5eb1f801f60e0fa842,"तुम अभी नशे मे हो, जिस दिन आग आपके घर तक आएगी तब पता चलेगा जिहाद क्या है.",1
hin_4a480b54baaf18846fe066f9f9d85756,कुछ लोग सऊदी अरबिया की बुराई करने और हसद करने को जिहाद समझ लिए हैं! انما الأعمال بالنيات,0
hin_60ccfa9f1582586be200eae738ba0405,"गुंडे , बाहुबलीयो का दर्द अवैध बूचडखाने वालो का दर्द लव जिहाद वालो का दर्द .... Pls add this too",1
hin_d8c782b5bae9856a910b1a770696c676,😂😂 देख रहा हूं जी। अब तो ये निवेश के नाम पे एक नया पैंतरा अपना रहे हैं - मॉल जिहाद,1
hin_7e37cd0820fdeb4dcd4682dc12f170b0,बहन तू दुर्गा बन काली बन या फिर झांसी की रानी बन पर कभी लव जिहाद की शिकार मत बन #SaveDemocracyFromJihadists,1
hin_e520ee894480e3516115b391575bece1,"क्या हिंदुओ में बाल विवाह शुरू करना चैये,ऐसे में शायद हम लव जिहाद होने से अपने नारियो को बचा ले?",1
hin_5b1bd9516bc8669db155abd9ca978ed9,"एक गधे ने कहा कि गीता में ""जिहाद"" की बात की गई है। ऐसा जाहिल गधा कॉंग्रेसी हो हो सकता है। #CongressMuktBharat",1
hin_67700ec5b4f4f1b0bb3a2aca9c3b7034,कोई बालों में थूक रहा कोई रोटी में..अब इस थूक जिहाद का एक ही हथियार है ..आर्थिक बहिष्कार करे #आर्थिक_बहिष्कार,1
hin_51635215531338327c6566f5651572ba,"अच्छा , और जब कोई हिंदू लड़की मुस्लिम से शादी कर ले तब ' लव जिहाद ' का रण्डी रोना क्यों करते हो।",1
hin_71978ce5eb39a91de465e979d9c45e41,"सैयद नबी ने नाबालिग हिंदू लड़की को बनाया लव जिहाद का शिकार। 6 साल तक किया शारीरिक शोषण, जबरदस्ती कराया गर्भपात।",1
hin_d262a974572e8fba00f30df3d38f6b34,चलो बाकी कुछ आये या ना आए जिहाद की ट्रेनिंग अच्छे से हो रही है. कौम को और क्या चाहिए....,1
hin_4ed056e8531a6930cf8e8a39a8b4c805,जागरूकता और जिहाद में में फर्क है अभी वह भी हिंदू नहीं समझा आधी खोपड़ी में ज्ञान जो ठूसा है 😂😊,1
hin_e8636496b248423d6ccea16fbfb3a9c7,"लसुड़िया क्षेत्र के oyo होटल में बजरंगियों की दबिश...लव जिहाद का मामला, गैर हिन्दू युवक को थाने ले गए बजरंगी MPCOVERAGE",1
hin_0bd36fb74af42d3093526dfd6ced8342,लड़के से पहले लड़की को चार जूते मारो। रोज लव जिहाद का इतना केस सुनकर भी इनको अक्ल नहीं आती है👊,1
hin_02c79e407b152020a2dad1430d74a1f0,जिहाद किसी भी प्रकार का हो यह संपूर्ण मानवता के लिए बहुत बड़ा ख़तरा है। जेहाद के हर प्रकार से सावधान रहें।,1
hin_5ef6caf9b952ebe04dab558bc72912c7,विश्व गुरु बनना है तो समय रहते बॉलीवुड को समाप्त कर दो. आधा जिहाद ऐसे ही खत्म हो जाएगा. 🚩जय श्री राम🙏,1
hin_d0d98baa5b89343d69d37cbc9a7d99dd,80% मुसलमान लड़का और 20% हिंदु लड़कियों को नौकरी पर रखा है। क्या ये लव जिहाद को आगे नहीं बढ़ा रहा है।,1
hin_4dfa8768a7b53f17b6b6dc9b32e9c88b,हत्या करना नहीं है। जिहाद का अर्थ है परमात्मा प्राप्ति के अपने कर्त्तव्य पर अडिग रहना है। - भारतीय संत रामपाल जी महाराज,1
hin_470c24937c97c76d6f1b7e2a808df175,अब कमर पर बम बांध कर बेकसूर लोगों को जिहाद के नाम पर मारने वाले ईमान की बातें करेंगे..,1
hin_13272bbc5c072f4dcee9686a41c413eb,"साबरकांठा, गुजरात में ये सन 1991 से है, जब लव जिहाद शब्द किसीको मालूम नही था, पुरहर बस कर देते थे,....",1
hin_f67b74c342add7750c4c02ceb58a20ca,मैडमजी.. लव जिहाद का एक केस बताओ.. नाम और address के साथ...वरना बेतुका बाते सोशल मीडिया पे बंद करो,1
hin_ad241aec41385f834f746e33809b1de5,हिन्दुओ की खुद भारत मे दुर्गति हो रही है लव जिहाद उनकी बहन बेटीयो को निगल रहा है सेकुलरिज्म उनके धर्म को,1
hin_31a586a4847b90352fc53a04f5aad16f,जिहाद का अर्थ है परमात्मा प्राप्ति के अपने कर्त्तव्य पर अडिग रहना है। - भारतीय संत रामपाल जी महाराज Indians Respect All Religious Gurus,1
hin_28392f94fd38c0069889fd06cf13b789,"बस कर पगले,,सीधे बात से कपार मत फोड़, जंगलराज से लव जिहाद पर आया थोड़ी देर बाद नेहरू जी पर आ जाएगा,,",1
hin_b7fa2adf3069cf50900eddf9369de9c0,क्यों इनका क्या मतलब गर्भा से। ये सिर्फ लड़कियों को बहला फुसला कर उनसे लव जिहाद करेंगे फिर उनको मार देंगे,1
hin_8125acf40ba9c228b011a057ccd79830,"राखी भाई की दुकान पर मिलती है, भाईजान 👽 की दुकान पर जिहाद। ये संदेश हर बहन तक पहुंचाना चाहिए .... क्यों सही है न ??",1
hin_aa1928646f33f1ec0fadb54a39e2a789,"चुन चुन कर नही,अब तो बस वहाँ पर हर एक मुल्ले को खतम करो, इसी से रुकेगा इन सुवरों का जिहाद ।",1
hin_395ed1f092785780404933c0053fe712,"आप सभी से अनुरोध है, कि लव जिहाद पर बनी #TheConversion फ़िल्म देखने जरूर जाए और बहनों को भी दिखाए Watch The Conversion Movie",1
hin_1adfecbea7ac6dc6806ef5515322445a,आतंकी मोहम्मद मुबीन के घर से मिली 109 विस्फोटक पदार्थ। जिहाद वाली नोटबुक भी बरामद। कोयम्बटूर सिलिंडर ब्लास्ट में NIA की FIR से खुलासा।,1
hin_d5e64ceb76276ba742f1d6bab0326ae6,आ गया अपनी औकात पर यही तेरी कौम का असली चेहरा है। इ-स्लाम आतंकवाद और जिहाद के अलावा और कुछ नहीं सिखाता।,1
hin_af18047a3600144d11cec438271a376b,कश्मीर फाइलें में जिहाद की असलियत दिखाई गई है !! जिसे आज तक छुपाया गया !! उघार हो चुके सुवर भी आज ज्ञान दे रहे है ?,1
hin_49be764f3aed74cd1617144beb4314f0,लव जिहाद कि रैली में हिन्दूओ पर लाठीचार्ज हुआ है गुजरात मे अब किससे जवाब मागोगे तूम भुपेन्द्र दादा से या मोदीजी से,1
hin_4c78b58a883ca4735d4290b2cd21d7cd,मजार दरगाह और पक्का कब्रिस्तान हराम है इसलिए अरब में एक भी नहीं है 😊 लेकिन भारत मे जमीन जिहाद के लिए किया जाता है ! 👍🏻,1
hin_565708881a03774f7c69113401f0414e,अरबी आईडलोजी पर फिल्म बन रहीं हैं हिन्दू नहीं समझ रहा यह हिन्दू लड़की से शादी करते हैं यह भी लव जिहाद ही है,1
hin_63184016c3fd928afcd5a0b0dc8a5eaa,"मदरसे में अगर गणित पढ़ाये तो बताना होगा आर्यभट हिन्दू था, विज्ञान पढ़ाये तो बताना होगा आइंस्टाइन यहूदी था। इसलिए जिहाद पढो, ये अपना है।",1
hin_bb63e09a28d3897a4c7ef3e9c14be113,जिहाद कभी खतम नहीं होगा । ये तो और मज़बूत करने की ज़रूरत है । मुसलमान अपनी ताखत को भूलते जा रहे है । जागो भाइयों जागो ।,1
hin_945e83bd8945e9bfc614d85fb3da3b99,दूसरे धर्म को मानने वाले की गर्दन पे चाकु टिका कर धर्म बदलने को कहना और ना मानने पर गला रेत देना जिहाद है.,1
hin_2a8f8a1d9dff27dc50a56742e364717c,लव जिहाद केवल गरीबो के लिए है अमीरो को खुद परोसते हो कंगना रोनाक्षी हिमांशी खुराना सब ने मुस्लिम लडको को चुन रखा है,1
hin_5ae64ace2953d10f66ede5346f577d6e,इस्लामिक जिहाद जैसे भी कुछ हमे पता है इसने कोई अपने साथ बम बाँध कर अपने साथ कई निर्दोष लोगों को उड़ा देता है !,1
hin_21a64333e2b3d5c4ffc43104b41295ed,यदि मियां गाय-गोरु न खाते और शैतान की किताब के अनुसार जिहाद पर नहीं चलते तो उनके खत्म होने का खतरा कम होता । #bulldozer,1
hin_5c208dc7b0cfcbf439cc129b18dd6443,"""कमजोर कानून का फायदा उठा रहे हैं"" क्योंकि इनके लिए तो ये भी सिर्फ जिहाद ही है, और इसके इनके आकाओं से पैसे मिलते हैं।",1
hin_b3d8f7e40b12d2ca71937135209f480c,एक समुदाय 90 % एक पार्टी को किसी के खिलाफ मतदान करना क्या यह जिहाद नहीं है फिर क्यों रोना यह मेरा उपेक्षा कहना गलत है।।,1
hin_b66a49f4db43ceafc8f11d8dc83a899f,"हे मूर्खाधिराज क्यों देश में आग लगाना चाहते हो। ख़ाली बैठे हो तो थोड़ा पढ़ लो कि ""जिहाद"" का क्या मतलब होता है। शर्म करो 😡",1
hin_29ebd566278b5946eaee3dcf3a65a2ab,मथुरा की मजारों पर चल रहे बुलडोजर से एक भी हड्डी नहीं निकल रही.... ये सारे पीर-फकीर बगैर हड्डियों वाले थे क्या ?😹😹 यही है लैंड जिहाद,1
hin_7e9ec72a32f0d3676dba3505795dd23d,यह बुलडोजर गरीबों पर नहीं चल रहा है क्योंकि गरीब सुबह उठकर रोटी की फिक्र करता है और यह है पत्थरबाज सिर्फ जिहाद करते हैं,1
hin_d59beb5e741612b10f8256631ad849f5,भाजपा संकल्प लेती है कि हम लव जिहाद करने पर कम से कम 10 वर्षों की सजा और ₹1 लाख के जुर्माने का प्रबंध सुनिश्चित करेंगे। #भाजपा_का_संकल्प,1
hin_30c38640dabbd642b0e5bca4bbcb1caa,जब बच्चियों की मां बता रही है कि जबरन उठा कर ले गए तो लव जिहाद बता कर मामला हल्का क्यूं करना चाह रहे हैं।,1
hin_24569901fd3e2dc4da51a06ae794b979,"ये नयी चालबाजी है,हिंदू नाम से संस्थान का नाम रख कर व्यापार करना। ऐसे ही नाम बदलकर,छुपा कर लव जिहाद चलाया जा रहा है।",1
hin_773849732d397deb7c68caf63a62baad,"रजत जी बिना मां बाप की स्वीकृति के कोई बच्चा शादी न कर सके ऐसा एक कानून बनवा दो, ये लव जिहाद यही खत्म हो जायेगा।",1
hin_077033dfe32c86b5d971e18a676f7eeb,"तुम जैसे गधो का सेकुलर जिहाद भी खत्म होना चाहिए भगवान ने तुम्हे मुँह दिया है तो उसे अच्छा बोलो, उससे हर बार हगना जरूरी नही है",1
hin_723b49126fc8023026517c55fc9c9f8b,"दूर दूर तक आसार नही, बंगाल के जिहाद की आग अब बिहार को अपना चपेट में लेने वाला है। बाकी सुशासन बाबू हो हइये हैं।",1
hin_376b17d7d397ed3dc4a28c7084a9ae5d,आज तो शुरुआती विकेट्स दो मुस्लिमों ने निकालें हैं आंड भक्तों और सुदर्शन के सूअर गेंडे के हिसाब से लगता है यह लोग बॉलिंग जिहाद कर रहे हैं,1
hin_b0201ac3be520281f362fe267814be85,अगर तुम्हारे अंदर गट्स है तो सबके लिए यही बोलो। किसी ने लव जिहाद कह दिया तो पीछे पीछे तुम भी मत बोलने लग जाओ।,1
hin_3c40b4ab776aa3bb070d0575118a7bbd,"कोई मुल्ले काटने की बात करता है कोई सर तन से जुदा करने की एक धर्मयुद्ध है, एक जिहाद कोई बात दे, क्या फर्क है दोनो में",1
hin_ecac2eeba7faeada45f66f8e6baf47ad,लव जिहाद में अंधी होने के बाद किसी लड़की की लाश देखता हूँ तो बहुत सकून मिलता है अगर जिन्दा रहती तो 8-10 जिहादी और पैदा करती,1
hin_52f921b4a38edcfc3602ea34a8acbbc7,आज इतवार है और गर्मी भी बहोत हैं घर में आराम करे बाहर ना जाए हो सकता हैं दहस्तगर्द समझ कर पुलिस अंदर ना कर दे कि इतना गर्मी जिहाद है,1
hin_2a149aab76d9083d414bf6c784c90d32,म्हाताऱ्याला झटका आला तर झटका मटण 🤣,1
hin_b54f9648e76b2cdf215bc01f84797c22,करारा झटका,0
hin_671210680084f70bf3ab60d1d78e834a,सरकारला झटका,0
hin_9b7115f19abfabd1cfad8e4bfb8a52ad,तो झटका होय 😆😆😆,0
hin_b057e3bfca32db877c870f4c036c4be1,कोणत्या प्रकारचा झटका 😂😂,0
hin_748cf84a126d72b9545ad483c10df0f3,वेणुगोपाल को झटका लगेगा,1
hin_fe26a0eb62f4fc4012c129368cf24b1b,खतना नहीं झटका करवाएंगे भक्त 😄😂,1
hin_6045be271c161b7329ecac0cd8bd3bdb,😜ज़ोर का झटका धीरे से 😂😂😂😂,0
hin_f9e4c39079aca296c7e949fd07766456,आपका तेज झटका लेना है,0
hin_395a7b0fc89bf3fe4c35ffca2be3fe34,फिर 250 करोड का झटका???,0
hin_be937d4a96eb965cef03305d6abf1d7e,लगता है झटका लगा है🤣,0
hin_f4e8e648d53e96e022f9cf653b6edbe1,करंट का झटका,0
hin_67da4f8f06499f194f325e82900f5982,मग झटका कसा म्हणता येईल,0
hin_31527e46cff3e24196a48ed2a45d6ba1,राजदीप सरदेसाई के लिए बड़ा झटका,1
hin_1390b17e0a42c0903740bfed11cc59e6,😃😃😃😃😃👌👌👌👌👌👌👌जोर का झटका धीरे से.....😃😃😃😃😃,0
hin_9057779a83504bbee3b48f495cc09e58,छोटू झटका खिला रहा मगर मुल्लो की बिरयानी के नाम से ही 😁😂😂😂 तू झटका पुलाव खिला बे,1
hin_bee78246e1e300c6299628c319a6509a,झटका वाला खायेंगे के हलाल वाला सर ?,1
hin_e4fea6f997ca309d03af983f4845871e,जोर का झटका हाय जोरो से लगा।,0
hin_d3a3104fd19f7ff1a89677e11f2e0654,ये झटका सर्वोपरि है मेरे लाल! 🤣,0
hin_1ebd549cacbdfa39f5529111f2c83509,बेरोजगार युवाओं को एक और झटका! #आर्मी_भर्ती,1
hin_1fc5cf49bf6ddd039ad126775681b9d7,इस बार ढोंगी को झटका लगने वाला है🤣🤣🤣,1
hin_44822218721d7fba9b577b3755269739,भारतीय टीम ने पाकिस्तान को तुरंत झटका दिया पहला विकेट,1
hin_134b2b396dde7f279b08053f0653cb72,आपको 440 वोल्ट का झटका लगने की वजह?,0
hin_a68073b620adeeae982888123a6410b0,चीन का पाकिस्तान को बड़ा झटका। बकाया कर्ज वापस मांगा।,0
hin_20deb46af9f25680311c0a55e05fced2,भतीजे को बड़ा झटका देने वाले हैं चचा #शिवपाल! #UttarPradesh,1
hin_7d73fac6db1f06cc3f3e78aaf8d75c2b,अरे बाप रे twitterrr. पे कर्रेंट का झटका लगा 😜,1
hin_f788a3267d22c671cf6f073b97a860fb,झटका चाहिए वो भी 120km per घंटे के स्पीड से।,0
hin_5688d871cce188f1df17c64b850249f2,करंट वाले नंगे तार की फोटू भेजनी थी 🤣 झटका लगता,0
hin_f2d984ddbfd3c76cf47c6930eae46b0c,बंगाल की जिहादी मुमताज को जोर का झटका धीरे से 😝😝😝,1
hin_62e4b1d9f27fe76565431cde67edc034,अब राजा साहब को जोर का झटका जोर से लगेगा।,1
hin_19c66cdd66925fcf1eeba2e463c3118c,झटका आमिर को नहीं तुमको लग गया और लगने वाला है 😂😂,1
hin_3af83984cbe788edaaf05b745b62df84,"#T20worldcup22 : पाकिस्तान को एक और झटका, अर्शदीप ने रिजवान को किया आउट।",1
hin_5aaea51ea9cb1bf5ab40da7129c0572f,15 दिन मे 13 बार दाम बढ़ाना झटका कहलाएगा या हलाल 😜😜पेट्रोल😜😜,1
hin_6cc48639ded819c44e1823c6eab531bd,झटका सा लगता है जब तुमसा कोई बिना वजह परेशान होता है 😣,0
hin_d6debf2d57163e5da12072f1c3f2c798,🚩जय हो मां भवानी 🚩 . . जोर का झटका दिया वो भी धीरे से 💐💐💐,0
hin_1d68a3f0ca6489d408e145350fbf0c73,पुतिन का अमेरिका को बड़ा झटका। डॉलर में गैस व्यापार पर लगाई रोक।,0
hin_b603b79278607b991890c5a3905ef96c,विपक्ष के आगे की तैयारियां पर झटका साबित होगा यह रिकवरी का माल.,1
hin_b7e49b3b01d52dd464c70b0ed2437e7e,बड़े-बड़े उद्योगपतियों के अबकी बार झटका लगा तो अपन क्या चीज है,1
hin_351edd643cd349351659247b4f6cac8d,गुरुदेव ये झटका देने वाले महानुभाव कौन कौन है😀😀,0
hin_a637e3cd40a4a6c180461d0d25c1c7b6,"हलाल का उनके पास बोर्ड है, झटका का कैसे क्या होगा?",1
hin_41b5f0aefa322c986add65e64454d2ab,मोदी विरोधी लोगो को करारा झटका जी up के मुख्यमंत्री होंगे #बुलडोजर_रिटर्न्स,1
hin_f134e7d3622d9dde0235dcd3ae915c9f,"#UP: मुख्तार अंसारी को हाईकोर्ट से तगड़ा झटका,कोर्ट ने सुनाई 7 साल की सजा",1
hin_5a01ccd1af87ff4fb0dbf80752a6c131,"रोज रोज अस्सी पैसे बढ़ रहे हैं, ये झटका है या हलाल।😂😂 डीजल, पेट्रोल रेट।😂😂😂",1
hin_7b91058eb26cf0e6d3062ab9da143a59,मुकेश अंबानी को बड़ा झटका – 3 महीनों में 84 लाख यूजर ने जियो को कहा अलविदा,1
hin_032437b82fff087a80c1c167cdee54fb,ये झटका है या हलाल ? मार ही डाला । मैं CNG और PNG दोनो का उपभोक्ता हूँ ।,1
hin_217260e6fc7a17100cb182d8655be262,"शाकाहार सर्वोत्तम आहार, हलाल हराम और झटका से कोई मतलब नहीं, जियो और जीने दो.",1
hin_043b56996f3ef6fe2542b05644edfae6,आम आदमी पार्टी की और से गुजरात कांग्रेस को कल एक बड़ा झटका लगने की तैयारी...,1
hin_f0980914e661896c6c3d4099fd42590e,इसीलिए हरामखोर लोग अब हलाल की जगह झटका की सिफारिश और मांग कर रहा है.,1
hin_5d5b03ee0977130d4f3a580f7b24848c,चाचा ने झटका दिया बड़ी जोर का चाची को 😹😹 चाची झेल नहीं पाई 😹😹,0
hin_9982f67320e4a77c0c130a4743e72e90,चमचों को इस बार जोर का झटका jooooor से ही लगेगा,1
hin_ebdcc7792a687db968a951862f9b1897,सुप्रीम कोर्ट से ऊद्वव ठाकरे को झटका लगा है ! शिव सेना का चुनाव चिन्ह जा सकता है !,1
hin_fddac5ef7d8fad5fb26a0ea94123b4a6,"पालघर जिले में उद्धव गुट की शिवसेना को बड़ा झटका, सांसद, विधायक, जिलाध्यक्ष शिंदे गुट में शामिल",1
hin_f783583d1cbbb12b0f653b54dc2bced2,"शिवपाल यादव ने भी सपा को दिया झटका,अलग लड़ेंगे निकाय चुनाव,pspl की बैठक में फैसला",1
hin_863caa0b8438cf4a219fde58e50aa7e0,"बॉम्बे HC नारायण राणे को झटका, बंगले पर अवैध निर्माण को तोड़ने का दिया आदेश #HighCourt #FirstIndiaNews",1
hin_7761cc1535b59f3940df190ccd236e44,#पाकिस्तान की #सुप्रीम कोर्ट ने #इमरान_खान को दिया झटका पाकिस्तानी संसद को फिर से बहाल कर दिया गया।,1
hin_71279f041809a82563906caf07345988,"कोश्यारी तात्यांचा शिवसेनेला पुन्हा एकदा झटका, BMC मधील 1 हजार 844 कोटींचा प्रकल्प चौकशीच्या घेऱ्यात! लोकायुक्तांना चौकशीचे आदेश.😍✌️",1
hin_1665bcebb3b98f9c823d8a6c6dcf3c96,"Pakistan, तेरी तो रगेजान पालकी में है। जरा सी कंधा झटका कि दुनिया से तेरा वजूद खत्म।",1
hin_e6d05ee21236f64180ed4f3e55582d0b,पूछा जो उनसे चांद निकलता है किस तरह। जुल्फों को रुख पे डाल के झटका दिया कि यूँ।।,0
hin_ab289bcc876bbd05bb8fd2e599737395,तेरे जैसे बेवकुफो की कमी नहीं है.. अबकी बार अन्धभक्तो बहुत तगड़ा झटका लगने वाला है 🤣😂🤣😁,1
hin_2a4037c12416616d61e1d87beaae837e,सनातनियों के वहिस्कार से लाल सिंह चड्ढा और रक्षवंधन को बड़ा झटका सिनेमाहाल ने किया 2300 शो किये कैंसिल 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,1
hin_31d39a9e95ab298b693420f4b756dc33,#ब्रेकिंग_न्यूज़ पाकिस्तान में पीएम शहबाज शरीफ को झटका लगा है. उनके बेटे हमजा शहबाज की कुर्सी चली गई है,1
hin_54eef77042e5f1591bf5d3165245bc4d,"पंजाब चुनाव के दौरान कांग्रेस को बड़ा झटका, पूर्व विधायक जस्सी खंगूड़ा ने पार्टी छोड़ी... #BJP4UP",1
hin_3e9c045bfd6826e4b7df648c68b3cfbf,आरएलपी और आप पार्टी दोनों ही राजस्थान में कांग्रेस और बीजेपी को चुनाव मे झटका देने वाले हैं,1
hin_460e0a2de7f7a60f28a6436d03dd6d27,"वेस्टइंडीज सीरीज से पहले टीम इंडिया को बड़ा झटका-शिखर, श्रेयस और गायकवाड समेत 8 खिलाड़ी कोरोना संक्रमित #IndianCricketTeam #Coronapositive",0
hin_630a04c9443ad523369c7a3e8ba3f911,"अश्महन्मन्, लोखंड वा दगडा पासून बनवलेले एक आयुध. अश्महन्मन्, वज्र किंवा विजेचा एक झटका. (- डॉ. नीलेश जोशी, IIT Bombay)",0
hin_943f24b0558481f12a684ad54fe8b8fe,💐💐रविन्द्र भाई सादर प्रणाम🙏🙏 जनता को जब तक झटका देना नहीं आयेगा तब तक यूँ ही हलाल होतें रहेगें,1
hin_ac0b26e7d80ee99b51fd53a1c1a99158,"चीनी कंपनी Xiaomi को झटका। बैंक खातों में जमा 5,551 करोड़ रुपये ED करेगी जब्त। देश की सबसे बड़ी जब्ती",1
hin_4d3d4ae77e3e7a8e4c11c501024bd04d,स्कूल का वादा और बिजली का झटका #AAP को कांग्रेस के बराबर खड़ा कर देगा! आएगा तो मोदी ही!,1
hin_a6820638484e38e04aa1709372232213,हार से इतना बौखलाहट हो गयी क्या ट्वीट कर रहो वो मालूम नही रहा ज़ोर का झटका धीरे से लगा,1
hin_5f822aed3722f11efb164103b33b4351,"महाराष्ट्र : भ्रष्टाचार के केस में देशमुख, वाजे व शिंदे को सीबीआई लेगी हिरासत में, ठाकरे सरकार को सुप्रीम कोर्ट से झटका",1
hin_8b06848b6127c67e5b91c5698f360aa7,"राजस्थान में गहलोत ने जो झटका दिया है, राजमाता एंड फैमिली को उसी चक्कर में दर दर भटक रहे हैं।",1
