id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
amh_7d0b52558fb3f5ec79260b5e680264b8,አዲስ አበባ እየጠላት ነገር ግን እየገዘገዛት እና ባዶዋን እየስቀራት የሚሄደውን ወሮበላ አገዛዝ እስከመቼ ትታገስ? - ኤርሚያስ ለገሰ,0,1,0,1,1,0
amh_47984b09220ddf740b2ffb2075010f1f,ቸሩ መድሃኒአለም ለሀገራችን ሰላምን ለህዝባችን አንድነታችንን ይመልስልን ሰይጣን ልባችንን ከፋፍሎታልና የቀደመው ፍቅራችንን ይመልስልን,0,0,0,0,0,0
amh_b1dc2247b1031aef2aa0d935ecf227bf,የተወዳጁና ድምፀ መረዋው አርቲስት ማዲንጎ አፈወርቅ አስከሬን ሲኤምሲ ከሚገኘው መኖርያ ቤቱ በክብር ታጅቦ ወዳጅነት አደባባይ ደርሷል።,0,0,0,0,0,0
amh_98ece68395c11c50f1e2e8bb9fe99b1d,የአማራ ብሔራዊ ክልላዊ መንግስት በአሸባሪው የሕወሓት ቡድን የተቃጣበትን ወረራ ለመቀልበስ በሚያስችል ዝግጅት ላይ መሆኑን አስታወቀ፡፡,1,1,0,0,0,0
amh_05919815b2e313698aa61e8398bd9f1f,የኬሪያ ኢብራሂምን መፈታት ከማይ ገድዬ መሞትን እመርጣለው ጠቅላይ ሚኒስተሩ ጁንታ ነው ምክትል ደሞቀ መኮንን ጁንታ ነው #ስዩም_ተሾመ,1,1,0,1,1,0
amh_af6b64378d849fb21bf7a6108fe1c18f,በሰማይም ሰልፍ ሆነ፤ ሚካኤልና መላእክቱ ዘንዶውን ተዋጉ። ዘንዶውም ከመላእክቱ ጋር ተዋጋ፥ አልቻላቸውምም፥ የዮሐንስ ራእይ 12 : 7,0,0,0,0,0,0
amh_b5e9869d7ea26e1ac1ea1790519368ae,#Ethiopia : የአማራ እናት ስትመክን የህወሓት ጉጀሌ ጁንታ ወልዲያ ይገባል ወልዲያ ደሴ ዛሬ እንዳደረከው አሁንም ባንዳን መንጥር,1,1,0,0,0,0
amh_48a614eee281471e65d4bcff8f4d07a1,በጠብመንጃ የወፍዋን ሬሳ እንጂ ወፍዋን ማግኘት አትችልም:: በጉልበትም የሚገኝ ምንም ነገር የለም ብፁዕ አቡነ ናትናኤል ሊቀ ጳጳስ,0,0,0,0,0,0
amh_68500791f4bf38790b3ad88790f26433,ታዲያ እነዚ ሰዎች አልጦዙም ነው ምትሉኝ? አማራ ክልል የመጣነው ዐብይን ፈልገን ነው እያሉ ነው አብይን ከፈለጉ ለምን ቱርክ አይሄዱም,1,1,0,0,1,0
amh_f57179c45caee6459f73979401823039,ሰበር ፋኖ ምሽግ ይዟል! በየት? | በኤርትራ የሰለጠኑ ወታደሮች | ስለታፈኑት የአሜሪካ መግለጫ | የቻይናና ሩሲያ ጀቶች እና ሌሎችም,0,0,0,0,0,0
amh_10260cb851cff3a2e94f5c0c4e866a2c,"ቤሊንግሃም ታክል ወርዶ ግሪንውድን ኳስ ካስጣለው በኃላ፦ ""ሴት ደፋሪ"" ብሎታል። ለስፖርታዊ መረጃዎች ገፃችንን Like (y) ያድርጉ!",0,1,0,0,0,0
amh_44bad04562a58cff82200d3ba0d8a87f,#ፋኖ_ለእናቱ ስጠብቁት የነበረው ቪድዮ ክሊፕ ተለቀቀ! !!!!! #ሼር #ላይክ #ሰብስክራይብ በማድረግ ለሁሉም ያዳርሱ እናመሰግናለን።,0,0,0,0,0,0
amh_ddadcf15b2857d9f61929fdac981f747,የወልቃይት ጠገዴ ሰቲት ሑመራ ሕዝብ በወልቃይት ወፍአርግፍ ከተማ ለጸጥታ ኀይሎች ያካሄደው የምሥጋና እና የእውቅና መርኃ ግብር በፎቶ።,0,0,0,0,0,0
amh_04ebf802880ed738d76d48bf15e36629,ልብህን የፍቅር ማደሪያ ካደረከው በምድር ላይ አንዳች ጠላት አይኖርህም (ቅዱስ ኤፍሬም ሶርያዊ) ከሰንበት እረድኤት በረከት ያድለን,0,0,0,0,0,0
amh_ecbf9ee1915fffab36161b4a3fa3e2c5,መንግስት 1 ሚሊዮን ዲያስፖራ ሲጠራ የቸርች ፓስተሮች እና ፎጋሪ ነቢያትን ጨምሮ ስራ አጡን ደምሮ 2 ሚሊዮን ሌባ ለዘረፋ ተዘጋጅቷል።,1,1,0,0,1,0
amh_8ad2e91dcfed0a31ecde2beddecf3d34,የቪላ ቤት ሰራተኛዋ ያወጣችው ጉድ! እየተሰራ ያለው ስራ ትውልድ ገዳይ ነው! - ሙሉ ቪዲዮውን Eyoha Media ዮቱብ ላይ ይመልከቱ,0,0,0,0,0,0
amh_2540b465509dd574bd037c180bfc65f7,ምሽቱ አስደሳች ሆነ እዛ ያዝን ብለው ሲደልቁ እዚ በቆረጣ ተደመሰሱ አማራ ልዩ ሀይና ጦሩ ድንቅ ኦፕሬሽን አፀዱት - የላሊበላ አሻጥር,0,0,0,1,0,1
amh_94490f092eb7cbc52a0f605feede835d,ሽመልስ አብዲሳ ከኦነግ ጋር ተያዘ ሰበር ዜና - ኦነግ ሸኔ በአማራ ክልል ላይ የከፈተው ጦርነት ተባብሷል - በሌሊት ከባድ ተኩስ አለ,1,1,0,0,1,0
amh_ae34c32d6456a3e7b568ed327965a567,#Etv የአዲስ አበባ ከተማ አስተዳደር በከተማዋ አሸባሪውን ጁንታ በመደገፍ ሀገር ለመበታተን የሚሰሩ አካላትን እንደማይታገስ አስታወቀ,0,1,0,0,0,0
amh_e6620fbee541dc34483f77ac9e4a5fc2,ሰበር የዳንግላ ወረዳ አስተዳዳሪ የሆነው በላይ ዘዉዱ እና ሌሎች የብልግና አመራሮች በነበልባሉ ፋኖ ቁጥጥር ስር ዉለዋል! ይቀጥላል.!,0,1,0,0,1,0
amh_48d5c9b3895867c5e841af4aeb563efd,ከትናንት ወዲያ በአጣየ ከተማ መከላከያ ’ፋኖ ነህ!’’ ብሎ ከመኖሪያ ቤቱ የረሸነው ወንድማችን አለሙ ዳምጠው ይህ ነው! ነፍስ ይማር!,0,1,0,0,1,1
amh_9773e671e02d8e00c2e46b6125a9157a,ሊንኩን በመጫን የቴሌግራም ቻናላችንን ይቀላቀሉ። ሰበር ዜና - ከደህንነት ምክር ቤት የተሰጠ መግለጫ | ሸኔ ህወሀት አልሸባብ Abel,0,0,0,0,0,0
amh_1577f7a41f5964a24e783804c1382320,ከአጭበርባሪ የምግብ ቤት አስተናጋጆች እራሳችሁን አድኑ ባለቤት ሳያቅ ብዙ ማጭበርበር አለ። #ኢትዮጵያ #ሌባ #ሌቦች #ቤተሰብ #ትኩስ,1,1,0,0,0,0
amh_07bf827c83107dd780cb0c0f026add54,አሜሪካንን ያስደነገጠው መብረቃዊ ጥቃት ተፈፀመ | የኢትዮጵያ አየር ሃይል አስደናቂ ጀብዱ | በድብቅ የገባው የራዳር መሳሪያ ተደመሰሰ,0,0,0,0,0,1
amh_6affc1bd33cf65d87f3b83596c3a7581,የአማፂው የህወሓት ሀይሎች አዲስ አበባን እንዲቆጣጠር አሜሪካ አላበረታታችም በማለት አስመራ የሚገኘው የአሜሪካ ኤምባሲ መግለጫ አወጣ።,0,1,0,1,1,0
amh_6440fea0d10d1be57fac5154033443d5,በኢትዮጵያ 1ኛው ሌባ ዳኛና አቃቢ ህግነው 2ኛው ሌባ ፖሊስ ነው 3ኛው ሌባ ኦዲተር ነው በጠ/ሚ አብይ አህመድ ንግግር ትስማማላችሁ ?,1,1,0,1,0,0
amh_683a6b80284af5445417533dbdec5a23,የኢትዮጵያ አየር መንገድ ከሁለታት ዓመት በላይ ተቋርጦ የነበረውን የሽረ እንዳስላሰ የመንገደኞች በረራ ዛሬ ዳግም መጀመሩ አስታወቀ ።,0,0,0,0,0,0
amh_862ab867e1f05c6b1db87a47293b069d,#Ethiopia | ጀግናው የአፋር ክልል ልዩ ሃይል ከወራሪው ጁንታ ላይ በክላሽ ታንክ ማርከዋል። ኢትዮጵያዊነት ሁሌም አሸናፊነት ነው,1,1,0,0,0,0
amh_fb1de08042e8a47a8cb2331736beef23,ሰበር በጉጂ ሲካሄድ በነበረዉ ከፍተኛ ዉጊያ OLF/WBO በጉጂ የሚገኘዉን የኢትዮጵያ ጦር ካምፕ ከነመሳሪያዎቹ በቁጥጥሩ ስር አዉሏል!,1,0,0,0,1,0
amh_5edbfbecc25075d8aa321f7e18855a85,በነገራችን ላይ ወያኔ ከአራት ኪሎ ቤተመንግስት የለቀቀው በድርድ እና በውይይት ነው። በዚህ ረገድ ከአብይ በብዙ እጥፍ የተሻሉ ናቸው።,1,0,0,1,0,0
amh_d63beb045552b919c56fe74b64275a3e,በላይ በቀለ ኦሮሞ ነው በላይ በቀለ ትግሬ ነው በላይ በቀለ አማራ ነው የታሰረው ኢትዮጵያዊ ነው !!! ፍትህ ለገጣሚ በቀለ ወያ !!!,0,0,0,0,0,0
amh_93909c449a5d8cff3161aa126264c45f,ለፌስቡክ የማይሆን የወሎ ፋኖ የጎብዬን ምሽግ ያፈራረሰበት ድንቅ ቪዲዮ እጃችን ገብቷል። ይመልከቱት መገን የወሎ ፋኖ መገን ጥምር ጦሩ,0,0,0,0,0,0
amh_b626371fc2c5b2320519aad9b15442b1,ድሮ ድሮ ወያኔ 60ሺ ገብሮ ነው 4ኪሎ የደረሰው ፤ ዘንድሮ 600ሺ ሚስኪኖች ገብሮም አልሆነም ። ከሌሎች እንማር!! ሰላም ይሻላል ።,1,0,0,1,0,0
amh_1f2a781c55cbdfc1782349f8b2bf117c,በዚህ ስል . መከላክያ በዚያ ስል . ልዩ ሀይል በዚህ ስል . ፋኖ በዚያ ስል . አፋር ሚሊሻ በዚህ ስል.ድሮን ከበበኝ ከበበኝ ከበበኝ,0,0,0,0,0,0
amh_d64dcae81d982f5a7d1506dd10819425,#etv ከሃዲው የሕወሓት ቡድን በሰሜን ዕዝ ላይ የፈፀመው አስነዋሪ ድርጊት ዘር እስከ ማጥፋት የደረሰ ነው፦ የመከላከያ ሠራዊት አባላት,1,1,0,0,1,0
amh_9ded16fd75479e254184c398f9ddfb17,ህዝቡ እኛን ለማገዝ ይሸማቀቃል.! የምስራቅ አማራ ፋኖ ዋርካው ምሬ ወዳጆ በጥምር ጦሩ የረገፉ የህወሓት ጀሌዎችን በቴሌግራም ይመልከቱ!,1,0,0,1,0,0
amh_673f0c5d16ed2e5058c44d3a7fd90ba7,አባቴ መሞቱን ስሰማ በጣም አዝኛለሁ . አባቴ በጣም ናፍቆኛል . አሳዛኙ ህፃን አስለቀሰን ያማል በዚህ ክፉ ጦርነት ስንቱ ወጥቶ ቀረ,0,0,0,0,0,0
amh_68f76493a4dc005d08c548187b683bd7,ኢትዮጵያና አማራ ስጋና ነፍስ ናቸው ካለሞት በስተቀር ማንም አይለያቸው ገብርሸት ቢተው በጣም አሪፍ ሽለላ 2021 እግዚአብሔር ይባርክህ,0,0,0,0,0,0
amh_23f1b25b05221054734da1aada973eb6,በነገራችን ላይ የእህት አገር ኤርትራ ጦርም የወገን ጦር ነው የሚባለው። ከትገሬ ወያኔ ይልቅ የሻዕቢያ ጦር ወገናዊነቱን አስመስክሯል!!,1,0,0,1,1,1
amh_68d6a918f631d53e4f9226d2fe9cd67a,ሰበር መረጃ_ _ በፋኖ የተማረከው ጁንታ ምስክርነት - ምሬ ወዳጆ ምርኮኛውን አፅናና _ መልእክቴ የትግራይ ተዋጊዎች እጃችሁን ስጡ ነው,1,1,0,0,0,0
amh_6dcf5d389255223cfc4c8ced16563121,እንደ አንተ አይነት ባንዳ ነበር መጨረስ ሹፌሮቹ ሲትኮም ድራማ የተወሰደ አስቂኝ ቪዲዮ-ሙሉ ቪዲዮውን ወላፈን ዮቱብ ቻናል ላይ ይመልከቱ,0,1,0,0,0,1
amh_75ffe9c14b1ece4f9d958f0645eb67bf,#etv በቅርቡ ለአገር መከላከያ ሠራዊት እጃቸውን የሰጡት አራት የሕወሓት ጁንታ የቀድሞ የጦር ጄነራሎች እና መኮንኖች አዲስ አበባ ገቡ,0,1,1,0,0,0
amh_912ffabd434cc504e88b1aa403e1de7a,የዛሬው ጠጠር ብሎብኛል ምን አይነት ክፉ ቅናተኜ ቤተሰብ ነው የገጠመሽ? የፈጣሪ ያለ ? ይሄንን ጉድሽን ቤተሰቦችሽ ይስሙልሽ ነው ምለው,0,1,0,1,0,0
amh_649078f9a4e8661c29f1480a66ffbcbc,#etv የሀገር መከላከያ ሠራዊት የህወሓት ጁንታ የፈጸመውን ክህደት ለመመከት ያደረጉት ተጋድሎ አኩሪ እንደነበር የሠራዊቱ አባላት ገለፁ,0,1,0,1,0,0
amh_91b3c0b7a267422571ed96adb60e4152,አማራ በሙሉ በወደቁት ሰማዕት ተገዝተሀል እኔም ፋኖ ነኝ! ቢያንስ በገጽህ ለጥፍ ይኽን መንደር አጥለቅልቀው አማራ አንላቀቅም በልልኝ!!,1,0,0,1,0,0
amh_a3892d7cbf7ed925610466edefe5b649,ከመሸ ከወታደራዊ ምንጮች||እነ ጌታቸው ረዳ የመጨረሻው ጣዕረ-ሞት|በሺዎች ተደመሠሡ በርካቶች እጅ ሠጡ|ህወሓት ከሁሉም አቅጣጫ ተከባለች,0,1,0,1,0,1
amh_58ed020f9b131aee2cdf43beb1f9c0d0,ድኾች የሚበሉት አጥተው በሚቸገሩበት አገር እርሱ እንዴት አጥፍቼአቸው የኦሮሞን የበላይነት ላምጣ ብሎ ሴራ ያሴራል። ዐፈር ያስበላኽ!!!,0,1,0,1,1,1
amh_59d6d1e62a868f03b46af198b0e04d5e,እንዲህ ለኢትዮጵያችን በጋራ በፅናት አብረን ስንሰለፍ አይደለም ባንዳ ጣሊያንም አልቻለንም ። ክብር ለኢትዮጵያ እናቶች! #ደጀን_ሁን !,0,1,0,0,0,0
amh_83e9fef96af5d8044dbd5a77e9a7f9eb,ችግሩ በዘላቂነት የሚፈታው አብይ አህመድ እና መሰሎቹ በአለም አቀፉ ፍርድ ቤት በዘር ማጥፋት ወንጀል ሲከሰሱ ነው - ሀብታሙ አያሌው,1,0,0,1,0,0
amh_d5f2efafcad146f7618bcdd8c034cf96,ሰበር ዜና ግብፅ ከትግራይ ጎን ቱርክ እና 5 ሃገራት ከኢትዮጵያ ጋር | አሳዛኙ የጀነራሉ ሞት | የትግራይን ሰራዊት ለመቁረጥ ተደመሰሱ,1,0,0,1,0,1
amh_2fe98a62faf9f8a32de9c133c2d7acb8,ፋኖ የሀገር መከታ የህዝብ ልጅ ነው። ሁሉም የአማራ ህዝብ ፋኖነትን ከዘር ሀረጉ የወረሰው የጀግንነት ቅርሰ ነው። ፋኖነት ይለምልም!!!,1,0,0,0,0,0
amh_d4587bb1d181591ea7f2ba100428d1e4,መንግስት አድዋን ተቆጣጠረ መከላከያ ወደመቀሌ አመራ፣ በትግራይ የተሰማው ጉድ፣ ኢሳያስን የመገልበጥ ሴራ፣ ግብጽ ድጋሚ ስለአባይ ጀመረች,0,1,0,1,0,0
amh_24a9449fa3e7425d90a126ebcb925551,በአማራዎች ላይ የደረሰውን ዘግናኝ ጭፍጨፋ በአካባቢው የመንግስት የሥራ ኃላፊዎች ቸልተኝነት የተከሰተ ነው። ከጥቃቱ የተረፉ ነዋሪዎች,1,1,0,0,0,0
amh_1309f1ce8f245750f44eef8298b0720f,እጅግ ወሳኝ አስደንጋጭ ሰበር፡ የማይታመን ሰው ባንዳ ሆኖ ተገኘ እግዚኦ በቁጥጥር ስር ዋለ ምርኮኛ በሰልፍ ገባ ከተማ ነፃ ወጣ ሌሎችም,0,1,0,0,0,0
amh_09ea8a0feae963c00215f628ec7335db,የሚታገለው ፋኖ ነው። መሪው ፋኖ ነው። ድል አድራጊውም ፋኖ ነው። ፋኖ ደግሞ አምሓራ ነው። ሞት ለአውሬው አገዛዝ! ድል ለአምሓራ ፋኖ!,0,0,1,1,0,1
amh_7c890c3faad799dd3ed05f3b67a173f6,ድሮም ሆድህን መርጠህ እንጂ ነግረንህ ነበር ወያኔ የደረቀ አምሮ ባለቤት እንደሆኑ! ዋናው ነገር #ትጥቅ_መፍታቱ ነው ሌላው ነገር እዳው,1,0,0,1,0,0
amh_889e81af2692a49f409986e75af473d0,#etv ሸኔ በህዝብ ላይ የፈፀመውን አጸያፊ ተግባር እንደሚያወግዙ የጅማ ዞን አባገዳዎች፣ የሀገር ሽማግሌዎችና የሃይማኖት አባቶች ገለጹ,1,1,0,0,0,0
amh_605874b1e4195ffd46b49963df547b0e,የፅንፈኛው የህወሓት ቡድን ሴራ የሕዝብ ገንዘብ ከመዝረፍ ሕዝብ እስከ ማጥፋት የደረሰ መሆኑን የአገር መከላከያ የጦር መኮንኖች ተናገሩ።,1,1,0,1,1,0
amh_42900a28f4585c3b31b9a2e7873af9aa,"አዲስ ትምሕርት ""ኪታቡ ተውሒድ"" ክፍል ሰላሳ: "" ከአላህ ስሞችና ባሕሪያት አንዱን የካደ ከሀዲ መኾኑን የሚናገር ባብ!"" በአቡ ሀይደር",0,0,0,0,0,0
amh_4b6adf267be8efbd8b29a187d4e10096,ውግንናችን ጨው በአፋቸው ከማይሟሟ ከኃቀኞች ሊሆን ይገባል። ሌባ ግን ሌባ ነው። ስለሆነም የሌብነቱን የቅጣት ዋጋ ማግኜት ግድ ይለዋል!,0,0,0,1,0,0
amh_0b25dccfa6daaf9999be9557f59c0fb8,ራያ ምድር ገብቶ ከሞት ተርፎ የሚቅበዘበዘው የህዋሓት ወራሪ ቡድን ባሕላዊ ጨዋታውን ጨርሶ ወደ መጨረሻዋ ማነቆ በራሱ ጊዜ ጥልቅ ብሏል።,1,1,0,1,0,0
amh_5c4078471da563be9e93ae76e94eb32b,ያልተጠበቀ ወደ ትግራይ ተጀመረ ጉዞ! በአዲስ አበባ ያልታሰበ ጉ ድ! ነገሩ ከሯል! ፋኖ ለመንግስት ቆራጥ መልዕክት! የመንግስት ምላሽ!,0,1,0,1,1,0
amh_3da933435e85a4ad208e68f9082f89a6,"የህወሓት ራያ አላማጣ የሰሞኑ ዘግናኝ ድርጊት ""አማራን በድጋሚ እንወራለን"" ህወሃቶች የአማራ ፋኖ ""አጎብዳጁ ብአዴን"" ሲል መግለጫ ወጣ",1,1,0,0,0,0
amh_974d90f2ad0a503bee5f005bc90622bf,ከተበተነው ዱቄት ጋር ለመደራደር ዝግጁ ነን! ምክንያቱም ተሸንፈናል:: በአንበሳና በፒኮክ መካከል የተካሄደው ጦርነት:: ክፍል 2::,0,0,1,0,0,0
amh_3d465cc220ec52e661274754a7ced09b,የጣና ፈርጥ ውቢቷ ባሕር ዳር ከተማ የጥምቀትን በዓል በድምቀት ለማክበር እያደረገች ያለውን ዝግጅት የሚያሳይ የምሽት ፎቶ በቡሩክ ተሾመ,0,0,0,0,0,0
amh_a22a78ffdcf7e0635c771dbcc355e4d4,ደም ለመለገስ እንኳን የባለሥልጣን ፈቃድ የሚጠየቅበት ክፉ ዘመን ላይ ደርሰናል። ደማችንን ለማፍሰስ ግን ፈቃዳችንን ጠይቀውን አያውቁም!,1,1,0,0,1,0
amh_d7127918ce5e7f2831ca63991a6140c4,ድል ለኢትዮጵያ ወይም ''1'' ቁጥርን በመፃፍ ሼርርር ጌችን ድሮን ዳግም አልስተውም አለች ፣ ጎረቤቶችም ለኢትዮጵያ ተነሱ ይመልከቱ,0,0,0,1,0,0
amh_c22e5b0fa7b09c4bdfa5819ff472a927,አቶ ግርማ የሽጥላ ይሄንን ሲናገሩ ያልተበሳጨው ፅንፈኛ ከንቲባዋ ሲናገሩ ለምን ተበሳጨ ፅንፈኛ ስለሆነ፤ ጎጠኛ፣ ዘረኛ ስለሆኑ ብቻ ነው,1,1,0,1,0,0
amh_62588a54f8689e49dc42afdd9ebc3427,ሰበር ዜና #አየር_ሀይል ጥቃት ፈጽሟል በጥቃቱ እንደ መንጋ ተንጋግቶና ተጭኖ ይመጣ የነበረው የህወሓት ሀይል አፈር ከዱቄት ተቀላቅሏል!,1,0,0,1,0,1
amh_9cb5204d1edb18834b0f35336daca401,ሰዉ እንዴት በዚህ በኩል ወያኔ በዛ በኩል ኦነግ ሸኔ የሚባሉ ጠላቶች ከበዉት የራሱን ወታደር ያስራል? ለማንኛዉም ሁሉም አማራ ፋኖ ነዉ,1,1,0,1,0,0
amh_ba84dc45dc69a2cf0cc50c1a60fe3475,ወንድሙን የሚጠላ ሁሉ ነፍሰ ገዳይ ነው፥ ነፍሰ ገዳይም የሆነ ሁሉ የዘላለም ሕይወት በእርሱ እንዳይኖር ታውቃላችሁ። 1ኛ ዮሐንስ 3፥15,0,0,0,0,0,0
amh_738f43bb1f6626a6c492ec0c7a5e86e3,# አክራሪ ኦርቶዶክስ ነበርኩ በህክምና ገንዘቤን ጨረስኩ አሁን ግን ተፈወስኩ # - ጆሮዬ አይሰማም ነበር እጅና እግሬን ያቃጥለኝ ነበር,0,0,0,0,0,0
amh_14283e728224def1b43bff074cbcb9e8,የትህነግ ከሃዲ ጁንታ ታጣቂ ኃይሎች ላይ እየተወሰደ ያለው እርምጃ ተጠናክሮ መቀጠሉን በሃገር መከላከያ ሰራዊት የራያ ግንባር አስታወቀ።,1,1,1,0,0,0
amh_2137ee0360721284130322074882b870,ለጀግናዉ የአማራ ልዩ ኀይል፣ ሚሊሻና የመከላከያ ሠራዊት እንዲሁም ለአማራ ሕዝባዊ ሠራዊት የድጋፍ ሰልፍ በጎንደር ከተማ እየተካሄ ነው።,1,0,0,0,0,0
amh_72d42e91ea5fa9467a9bf487a5c1f61c,ባንዳና ተላላኪ ተደበቅ ከእንግድህ በኋላ በአማራ ህዝብ ላይ መነገድ ጥቅም ማጋበስ ያስቀስፋል!!!! #የአማራዉ_ፋኖ #ምስራቅ_አማራ_ፋኖ,1,1,0,0,1,0
amh_2e2d004b06c7778533db89da40bf0356,በምስራቅ አፍሪቃ አዲስ ሀገር - ደብረፂዮን፣ አማራ ላይ ተኩስ ተከፈተ፣ አሜሪካ ዜጎቿን ከትግራይ እያስወጣች ነው፣ አበበች ጎበና አረፉ,0,1,0,0,1,0
amh_bd2b2d834af855c98f2b648f378ff680,የጠ/ሚ ዐቢይ ምዕራፍ 2 ትግል ምንድነው? እንዴት ነው?|| አሻራው ሳይጠፋ ወያኔ ያደረሰው ይመዝገብ፣ || የዲሴምበር 10 ታላቅ ሰልፍ,0,0,0,0,0,0
amh_b791aa2ca9a3e311b49a9e8e4ae1c465,#ጎጃም ዳግማዊ #በላይ_ዘለቀን መቼውንም ቢሆን አሳልፎ አይሰጥም ። ይብላኝ በምስር ወጥ ወንድምህን አሳልፈህ ለምትሰጥ ባንዳ ። . #ሒዊ,1,1,0,1,0,0
amh_f1b22c50b78022bd5ce8149b41c8215c,ኦሮሙማ አይስማማኝም፤ ሰው ሁሉ አማራ ነው፤ ፍትህን እና እውነትን ፈላጊ ሁሉ የአማራን ንቅናቄ መደገፍ አለበት - መ/ር ፋንታሁን ዋቄ,1,0,0,1,0,0
amh_3c850c3ca6a225f49d5288dd4124d96d,ምን ግንባር ቢፈጥሩ ምን ሴራ ቢያሴሩ ምን ሸፍጥ ቢሰሩ ምንስ ቢያስፈራሩ ኢትዮጵያዊነት፣ የአሸናፊነት ሚሰጢሩ! ድር ቢያብር አንበሳ ያስር,0,0,0,0,0,0
amh_452f392576fff80d67b69793c3fe766c,ግብአተ መሬታቸው ተፈጸመ ሁሉም ተደመሰሱ | ደመቀ መኮነን አማረረ | ፒፒ በአፋር ጉድ ተሰራ | እርዳታ ወደ ትግራይ እንዳይገባ ተከለከል,1,0,0,1,0,1
amh_96ebbd224a327bc61c362d2356aa9954,Ethiopia ታላቅ የምስራች ተሰማ ጠላት አበደ! | ለአብይ የተዝጋጀው ሴራ በቻይና ከሸፈ! | የሩሲያ ጦር አድፍጦ ሴይጣኑን መዘዘ! |,1,1,0,1,0,0
amh_eb97aa623f9ca21cda8753588acb5ed9,#Etv የአማራ ህዝብ በአሸባሪው ትህነግ የተፈፀመበትን ወረራ በመመከት ግንባር ድረስ በመዝመት ጠላትን ፊት ለፊት እንዲፋለም ጥሪ ቀረበ።,1,1,0,0,1,0
amh_146eea443b51bb539b4dcc2842f46cbd,ለሚሰሙት ጸጋን ይሰጥ ዘንድ፥ እንደሚያስፈልግ ለማነጽ የሚጠቅም ማናቸውም በጎ ቃል እንጂ ክፉ ቃል ከአፋችሁ ከቶ አይውጣ። ኤፌሶን 4፥29,0,0,0,0,0,0
amh_45f95b8497eb6f743b6cc8dfda0e6ac8,እንዴት አይነት ክፉ ዘመን ላይ ደረስን ወገን በጣም የሚረብሽ ስሜት መንግስት የሌለባት አገር! ለተጨማሪ መረጃዎች ቴሌግራም ላይ ይመልከቱ,1,1,0,0,0,1
amh_7a553bdbd00ff5261c9c650ceba30891,ዶክተር ዐቢይን ለማድነቅ ጥበብ ይጠይቃል። በአንፃሩ ለማብጠልጠልና ለመስደብ ሀገር ሻጭ ባንዳ መሆን በቂ ነው #Likeourpage #ሼር,1,1,0,0,0,0
amh_aa87e2a1cbf227d841412bcdcc985533,ኦነግ ሸኔ በወለጋ ጥቃት እያደረሰብን እራሳችንን ለማትረፍ ከአካባቢው ለመውጣት ብንፈልግም መንገድ አጣን። ጥቃት የደረሰባቸው ነዋሪዎች,1,1,0,0,0,0
amh_faa82e6620cfb533d14396def3bfa1fe,#etv ጁንታው የህወሓት ቡድን የፈጸመው ክህደት ሰራዊቱ የሕግ ማስከበር ስራውን በወኔ እዲፈፅም ማስቻሉን ሌ/ጄነራል አበባው ታደሰ ገለጹ,0,1,0,1,1,0
amh_62ad924f275cc4dec224e991bf1be677,ቴሌግራም : ፋኖን አልቻልነውም ከጉዱ አውጡን_ _ አብይ ያልጠበቁት ዱብዳ መጣባቸው _ ፋኖ ለኦሮሚያው ጥቃት ምላሽ ሰጠ _ Ethiopia,1,0,0,0,0,0
amh_855067c252c97d157952139921eceaa6,የሽብር ቡድኑ ሊጥ ብቻ አይደለም የዘረፈው፤ ከታካሚ ላይ ሰው ሰራሽ እግርና ግሉኮስም ነቅሎ ወስዷል። ታሪክ ከተባለ ይህም ታሪካቸው ነው።,1,1,0,0,0,0
amh_b066cb83da1594988de8e9261cc18f2b,የእናንተ ነገር የያዘው ዘንዶና አውሬ ዛሬ በኢየሱስም ደም ተቃጠለ ለአንተና ለአንቺ ግን ማምለጥ ሆነ ልንኩ ይጫኑ subscribe ያድርጉ,0,0,0,0,0,0
amh_9ee4da85cdddad5049f0af822210a6c4,አማራ ባንክ የማንንም ጫጫታ ሳይሰማ ከፍ ብሎ በግርማ ስራውን ጀምሯል። ቁርጠኛ መሪ ካለ ይህ ህዝብ ትልልቅ ተቋማትን መገንባት ይችላል ።,0,0,0,0,0,0
amh_aca602fc5b1c7e4dbd3076a7c58512f8,የማምለጫ በሮች ሁሉ ተዘግተዋል እንኳን ድርድር ጁንታው እጅ የመስጠትና የመማረክ ወይም በህይዎት የመትረፍ እድል የለውም። Game Over,1,1,0,0,0,1
amh_146dbd4a3cdd18d238981973562f9e19,"የሰበዝ ሚዲያ ልዩ ዘገባ ""በዝምታ ተጨፍጨፋ""፣""ወለጋ ላይ አማራ ራሱን የመከላከል መብት የለውም"" ጃዋር ሙሀመድ ሁላችንም ሼር እናድርገው",1,0,0,0,1,1
amh_f96fcb5dcfe64fb1927ebc9b59d8b6c5,ፋኖ ፉከራው እውነት ከሆነና ለአማራ ህዝብ ቆሚያለሁ ካለ ሱዳንን ከአማራ የኢትዮጵያ መሬት ገጥሞ ያስወጣውና ጀግንነቱን አምነን እንቀበል!,1,0,0,1,1,1
